Regio's,Perioden,Particuliere huishoudens: samenstelling|Totaal particuliere huishoudens,Particuliere huishoudens: samenstelling|Eenpersoonshuishouden,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Totaal meerpersoonshuishoudens,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Niet-gehuwd paar|Totaal niet-gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Gehuwd paar|Totaal gehuwde paren,Particuliere huishoudens: samenstelling|Meerpersoonshuishouden|Eenouderhuishouden|Totaal eenouderhuishoudens,Particuliere huishoudens: grootte|Meerpersoonshuishouden|2 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|3 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|4 personen,Particuliere huishoudens: grootte|Meerpersoonshuishouden|5 of meer personen
Dronten,2024,19394,6543,12851,2355,9160,1260,6875,2407,2452,1117
Druten,2014,7257,1835,5422,1002,3900,494,2655,1018,1283,466
Druten,2015,7392,1922,5470,1034,3898,513,2749,1025,1243,453
Druten,2016,7499,2015,5484,1060,3872,528,2769,1031,1236,448
Druten,2017,7610,2037,5573,1110,3909,525,2871,1029,1224,449
Druten,2018,7740,2150,5590,1120,3902,544,2887,1064,1186,453
Druten,2019,7773,2141,5632,1145,3891,567,2920,1044,1233,435
Druten,2020,7880,2214,5666,1166,3904,566,2944,1082,1209,431
Druten,2021,7969,2277,5692,1236,3876,553,2986,1083,1206,417
Druten,2022,8036,2310,5726,1237,3910,556,2994,1071,1243,418
Druten,2023,8264,2475,5789,1277,3943,544,3024,1085,1260,420
Druten,2024,8350,2541,5809,1265,3968,555,3051,1089,1260,409
Duiven,2014,10505,2718,7787,1221,5740,809,3742,1554,1940,551
Duiven,2015,10529,2731,7798,1261,5710,807,3770,1598,1902,528
Duiven,2016,10567,2797,7770,1242,5683,826,3853,1513,1876,528
Duiven,2017,10608,2827,7781,1304,5663,793,3902,1526,1824,529
Duiven,2018,10667,2873,7794,1326,5656,787,3940,1536,1789,529
Duiven,2019,10696,2948,7748,1320,5623,780,3938,1547,1733,530
Duiven,2020,10664,2969,7695,1331,5556,783,3963,1527,1682,523
Duiven,2021,10725,3028,7697,1346,5509,812,4017,1528,1646,506
Duiven,2022,10708,3012,7696,1369,5478,826,4061,1520,1626,489
Duiven,2023,10787,3115,7672,1339,5470,834,4058,1552,1582,480
Duiven,2024,10857,3191,7666,1332,5460,836,4114,1532,1545,475
Echteld,2014,,,,,,,,,,
Echteld,2015,,,,,,,,,,
Echteld,2016,,,,,,,,,,
Echteld,2017,,,,,,,,,,
Echteld,2018,,,,,,,,,,
Echteld,2019,,,,,,,,,,
Echteld,2020,,,,,,,,,,
Echteld,2021,,,,,,,,,,
Echteld,2022,,,,,,,,,,
Echteld,2023,,,,,,,,,,
Echteld,2024,,,,,,,,,,
Ede,2014,45890,15474,30416,3905,23697,2553,14763,5476,6138,4039
Ede,2015,46670,16041,30629,4019,23754,2603,14970,5542,6086,4031
Ede,2016,47028,16076,30952,4233,23869,2618,15220,5559,6151,4022
Ede,2017,47667,16493,31174,4405,23944,2591,15358,5579,6168,4069
Ede,2018,48319,16698,31621,4579,24148,2666,15792,5481,6218,4130
Ede,2019,48772,16766,32006,4706,24392,2686,15967,5656,6205,4178
Ede,2020,49444,16993,32451,4850,24655,2700,16189,5867,6141,4254
Ede,2021,50053,17194,32859,5109,24754,2760,16413,5951,6205,4290
Ede,2022,50691,17457,33234,5234,24956,2796,16685,5964,6272,4313
Ede,2023,51714,18138,33576,5262,25196,2858,16872,5947,6367,4390
Ede,2024,52797,18850,33947,5388,25331,2947,17224,6013,6395,4315
Eibergen,2014,,,,,,,,,,
Eibergen,2015,,,,,,,,,,
Eibergen,2016,,,,,,,,,,
Eibergen,2017,,,,,,,,,,
Eibergen,2018,,,,,,,,,,
Eibergen,2019,,,,,,,,,,
Eibergen,2020,,,,,,,,,,
Eibergen,2021,,,,,,,,,,
Eibergen,2022,,,,,,,,,,
Eibergen,2023,,,,,,,,,,
Eibergen,2024,,,,,,,,,,
Elburg,2014,8787,2243,6544,623,5436,455,3094,1192,1397,861
Elburg,2015,8884,2290,6594,665,5446,453,3149,1188,1395,862
Elburg,2016,8935,2311,6624,683,5447,464,3189,1162,1404,869
Elburg,2017,9016,2381,6635,695,5434,473,3152,1223,1394,866
Elburg,2018,9089,2415,6674,694,5445,504,3223,1201,1369,881
Elburg,2019,9065,2407,6658,694,5431,501,3216,1177,1379,886
Elburg,2020,9128,2471,6657,723,5413,491,3210,1182,1375,890
Elburg,2021,9337,2569,6768,760,5440,534,3322,1195,1382,869
Elburg,2022,9507,2650,6857,765,5515,544,3370,1243,1361,883
Elburg,2023,9655,2768,6887,796,5514,546,3377,1246,1384,880
Elburg,2024,9661,2765,6896,782,5505,577,3414,1257,1380,845
Elst,2014,,,,,,,,,,
Elst,2015,,,,,,,,,,
Elst,2016,,,,,,,,,,
Elst,2017,,,,,,,,,,
Elst,2018,,,,,,,,,,
Elst,2019,,,,,,,,,,
Elst,2020,,,,,,,,,,
Elst,2021,,,,,,,,,,
Elst,2022,,,,,,,,,,
Elst,2023,,,,,,,,,,
Elst,2024,,,,,,,,,,
Emmen,2014,47564,15266,32298,5808,22937,3352,17265,6349,6498,2186
Emmen,2015,47814,15619,32195,5895,22683,3422,17323,6310,6507,2055
Emmen,2016,47855,15778,32077,5975,22479,3434,17359,6256,6409,2053
Emmen,2017,48284,16275,32009,6109,22236,3487,17459,6176,6316,2058
Emmen,2018,48387,16546,31841,6173,21899,3594,17441,6199,6154,2047
Emmen,2019,48429,16617,31812,6225,21738,3663,17544,6159,6082,2027
Emmen,2020,48631,16900,31731,6189,21610,3746,17609,6035,6047,2040
Emmen,2021,48553,16759,31794,6345,21462,3797,17757,5988,6010,2039
Emmen,2022,49111,17216,31895,6432,21449,3820,17890,6038,5915,2052
Emmen,2023,49738,17653,32085,6505,21540,3821,18033,6055,5910,2087
Emmen,2024,50288,18116,32172,6594,21507,3852,18108,6198,5797,2069
Enschede,2014,76773,33427,43346,10027,27476,5308,23428,8466,8339,3113
Enschede,2015,77215,34002,43213,10004,27261,5435,23286,8445,8332,3150
Enschede,2016,77027,33939,43088,10038,26955,5589,23212,8430,8290,3156
Enschede,2017,77572,34795,42777,9971,26677,5632,23049,8285,8291,3152
Enschede,2018,78026,35463,42563,9916,26472,5705,22959,8195,8313,3096
Enschede,2019,78627,35999,42628,10089,26284,5760,23056,8167,8285,3120
Enschede,2020,79459,36748,42711,10237,26117,5864,23239,8213,8222,3037
Enschede,2021,79604,36725,42879,10685,25818,5871,23540,8192,8062,3085
Enschede,2022,80537,37629,42908,10851,25708,5814,23563,8225,8061,3059
Enschede,2023,81054,38302,42752,10709,25696,5817,23415,8184,8062,3091
Enschede,2024,81878,39277,42601,10496,25663,5861,23292,8294,8019,2996
Epe,2014,13583,3948,9635,1286,7512,785,5098,1737,1933,867
Epe,2015,13630,3995,9635,1328,7469,788,5137,1765,1870,863
Epe,2016,13714,4056,9658,1360,7452,789,5187,1740,1881,850
Epe,2017,13958,4246,9712,1434,7438,787,5192,1777,1876,867
Epe,2018,14070,4244,9826,1481,7479,813,5351,1689,1915,871
Epe,2019,14133,4256,9877,1486,7544,791,5351,1694,1951,881
Epe,2020,14212,4334,9878,1489,7544,802,5403,1671,1924,880
Epe,2021,14289,4387,9902,1526,7520,804,5433,1695,1886,888
Epe,2022,14370,4475,9895,1549,7509,787,5448,1691,1868,888
Epe,2023,14406,4533,9873,1543,7469,808,5417,1681,1902,873
Epe,2024,14460,4602,9858,1550,7437,813,5477,1678,1834,869
Ermelo,2014,10588,3360,7228,796,5814,579,3808,1228,1327,865
Ermelo,2015,10678,3419,7259,805,5816,605,3813,1250,1351,845
Ermelo,2016,10853,3509,7344,861,5846,604,3861,1279,1388,816
Ermelo,2017,10949,3581,7368,899,5850,586,3866,1301,1381,820
Ermelo,2018,11129,3763,7366,900,5855,587,3814,1317,1391,844
Ermelo,2019,11200,3800,7400,926,5836,617,3880,1280,1389,851
Ermelo,2020,11291,3840,7451,968,5814,645,3944,1259,1399,849
Ermelo,2021,11276,3835,7441,992,5783,642,3944,1290,1376,831
Ermelo,2022,11419,3899,7520,991,5806,689,3997,1317,1360,846
Ermelo,2023,11620,4022,7598,1019,5850,708,4089,1310,1363,836
Ermelo,2024,11799,4076,7723,1069,5904,722,4184,1328,1377,834
Geldermalsen,2014,10328,2626,7702,1108,5984,578,3697,1372,1763,870
Geldermalsen,2015,10383,2630,7753,1144,5992,585,3782,1364,1753,854
Geldermalsen,2016,10432,2679,7753,1128,5980,608,3807,1357,1744,845
Geldermalsen,2017,10564,2734,7830,1182,6000,607,3854,1364,1754,858
Geldermalsen,2018,10713,2825,7888,1198,6010,642,3873,1425,1710,880
Geldermalsen,2019,,,,,,,,,,
Geldermalsen,2020,,,,,,,,,,
Geldermalsen,2021,,,,,,,,,,
Geldermalsen,2022,,,,,,,,,,
Geldermalsen,2023,,,,,,,,,,
Geldermalsen,2024,,,,,,,,,,
Gendringen,2014,,,,,,,,,,
Gendringen,2015,,,,,,,,,,
Gendringen,2016,,,,,,,,,,
Gendringen,2017,,,,,,,,,,
Gendringen,2018,,,,,,,,,,
Gendringen,2019,,,,,,,,,,
Gendringen,2020,,,,,,,,,,
Gendringen,2021,,,,,,,,,,
Gendringen,2022,,,,,,,,,,
Gendringen,2023,,,,,,,,,,
Gendringen,2024,,,,,,,,,,
Gendt,2014,,,,,,,,,,
Gendt,2015,,,,,,,,,,
Gendt,2016,,,,,,,,,,
Gendt,2017,,,,,,,,,,
Gendt,2018,,,,,,,,,,
Gendt,2019,,,,,,,,,,
Gendt,2020,,,,,,,,,,
Gendt,2021,,,,,,,,,,
Gendt,2022,,,,,,,,,,
Gendt,2023,,,,,,,,,,
Gendt,2024,,,,,,,,,,
Genemuiden,2014,,,,,,,,,,
Genemuiden,2015,,,,,,,,,,
Genemuiden,2016,,,,,,,,,,
Genemuiden,2017,,,,,,,,,,
Genemuiden,2018,,,,,,,,,,
Genemuiden,2019,,,,,,,,,,
Genemuiden,2020,,,,,,,,,,
Genemuiden,2021,,,,,,,,,,
Genemuiden,2022,,,,,,,,,,
Genemuiden,2023,,,,,,,,,,
Genemuiden,2024,,,,,,,,,,
Goor,2014,,,,,,,,,,
Goor,2015,,,,,,,,,,
Goor,2016,,,,,,,,,,
Goor,2017,,,,,,,,,,
Goor,2018,,,,,,,,,,
Goor,2019,,,,,,,,,,
Goor,2020,,,,,,,,,,
Goor,2021,,,,,,,,,,
Goor,2022,,,,,,,,,,
Goor,2023,,,,,,,,,,
Goor,2024,,,,,,,,,,
Gorssel,2014,,,,,,,,,,
Gorssel,2015,,,,,,,,,,
Gorssel,2016,,,,,,,,,,
Gorssel,2017,,,,,,,,,,
Gorssel,2018,,,,,,,,,,
Gorssel,2019,,,,,,,,,,
Gorssel,2020,,,,,,,,,,
Gorssel,2021,,,,,,,,,,
Gorssel,2022,,,,,,,,,,
Gorssel,2023,,,,,,,,,,
Gorssel,2024,,,,,,,,,,
Gramsbergen,2014,,,,,,,,,,
Gramsbergen,2015,,,,,,,,,,
Gramsbergen,2016,,,,,,,,,,
Gramsbergen,2017,,,,,,,,,,
Gramsbergen,2018,,,,,,,,,,
Gramsbergen,2019,,,,,,,,,,
Gramsbergen,2020,,,,,,,,,,
Gramsbergen,2021,,,,,,,,,,
Gramsbergen,2022,,,,,,,,,,
Gramsbergen,2023,,,,,,,,,,
Gramsbergen,2024,,,,,,,,,,
Groenlo,2014,,,,,,,,,,
Groenlo,2015,,,,,,,,,,
Groenlo,2016,,,,,,,,,,
Groenlo,2017,,,,,,,,,,
Groenlo,2018,,,,,,,,,,
Groenlo,2019,,,,,,,,,,
Groenlo,2020,,,,,,,,,,
Groenlo,2021,,,,,,,,,,
Groenlo,2022,,,,,,,,,,
Groenlo,2023,,,,,,,,,,
Groenlo,2024,,,,,,,,,,
Groesbeek,2014,8153,2572,5581,953,4079,520,2976,1068,1148,389
Groesbeek,2015,15077,4928,10149,1815,7374,902,5525,1905,2039,680
Groesbeek,2016,,,,,,,,,,
Groesbeek,2017,,,,,,,,,,
Groesbeek,2018,,,,,,,,,,
Groesbeek,2019,,,,,,,,,,
Groesbeek,2020,,,,,,,,,,
Groesbeek,2021,,,,,,,,,,
Groesbeek,2022,,,,,,,,,,
Groesbeek,2023,,,,,,,,,,
Groesbeek,2024,,,,,,,,,,
Haaksbergen,2014,9889,2657,7232,1167,5532,488,3612,1259,1627,734
Haaksbergen,2015,9939,2714,7225,1183,5438,563,3623,1301,1603,698
Haaksbergen,2016,9968,2730,7238,1255,5390,551,3665,1290,1599,684
Haaksbergen,2017,10051,2846,7205,1280,5323,555,3681,1244,1615,665
Haaksbergen,2018,10113,2885,7228,1336,5260,592,3753,1209,1610,656
Haaksbergen,2019,10179,2964,7215,1364,5230,575,3764,1195,1623,633
Haaksbergen,2020,10217,2978,7239,1395,5218,584,3807,1210,1581,641
Haaksbergen,2021,10247,3020,7227,1403,5191,592,3828,1231,1541,627
Haaksbergen,2022,10300,3070,7230,1391,5185,609,3834,1215,1559,622
Haaksbergen,2023,10440,3177,7263,1393,5194,631,3836,1242,1560,625
Haaksbergen,2024,10407,3163,7244,1428,5167,607,3855,1268,1518,603
Den Ham,2014,,,,,,,,,,
Den Ham,2015,,,,,,,,,,
Den Ham,2016,,,,,,,,,,
Den Ham,2017,,,,,,,,,,
Den Ham,2018,,,,,,,,,,
Den Ham,2019,,,,,,,,,,
Den Ham,2020,,,,,,,,,,
Den Ham,2021,,,,,,,,,,
Den Ham,2022,,,,,,,,,,
Den Ham,2023,,,,,,,,,,
Den Ham,2024,,,,,,,,,,
Hardenberg,2014,22988,5893,17095,2482,13324,1183,8000,2900,3790,2405
Hardenberg,2015,23203,6088,17115,2535,13225,1248,8055,2946,3745,2369
Hardenberg,2016,23418,6261,17157,2562,13202,1287,8155,2946,3706,2350
Hardenberg,2017,23720,6441,17279,2651,13216,1299,8259,2916,3758,2346
Hardenberg,2018,23918,6623,17295,2746,13097,1335,8288,2957,3741,2309
Hardenberg,2019,24122,6753,17369,2855,13077,1323,8417,2939,3764,2249
Hardenberg,2020,24358,6889,17469,2903,13083,1376,8517,2962,3793,2197
Hardenberg,2021,24622,6964,17658,3038,13070,1436,8688,3061,3724,2185
Hardenberg,2022,24907,7167,17740,3074,13082,1471,8706,3075,3801,2158
Hardenberg,2023,25405,7470,17935,3061,13203,1556,8907,3053,3783,2192
Hardenberg,2024,25617,7534,18083,3215,13191,1558,9033,3133,3732,2185
Harderwijk,2014,19016,5898,13118,1994,9760,1293,6326,2490,2860,1442
Harderwijk,2015,19264,6145,13119,2000,9731,1311,6352,2475,2877,1415
Harderwijk,2016,19447,6245,13202,2073,9690,1354,6474,2498,2817,1413
Harderwijk,2017,19690,6427,13263,2070,9708,1392,6486,2473,2893,1411
Harderwijk,2018,19848,6542,13306,2097,9710,1418,6520,2504,2869,1413
Harderwijk,2019,20181,6672,13509,2190,9770,1469,6671,2518,2915,1405
Harderwijk,2020,20531,6781,13750,2315,9867,1487,6767,2574,2970,1439
Harderwijk,2021,20778,6950,13828,2407,9838,1504,6833,2608,2982,1405
Harderwijk,2022,20891,7024,13867,2487,9797,1500,6921,2539,3013,1394
Harderwijk,2023,20999,7138,13861,2422,9836,1529,6915,2574,2969,1403
Harderwijk,2024,21470,7452,14018,2486,9924,1522,7120,2578,2925,1395
Hasselt,2014,,,,,,,,,,
Hasselt,2015,,,,,,,,,,
Hasselt,2016,,,,,,,,,,
Hasselt,2017,,,,,,,,,,
Hasselt,2018,,,,,,,,,,
Hasselt,2019,,,,,,,,,,
Hasselt,2020,,,,,,,,,,
Hasselt,2021,,,,,,,,,,
Hasselt,2022,,,,,,,,,,
Hasselt,2023,,,,,,,,,,
Hasselt,2024,,,,,,,,,,
Hattem,2014,4818,1284,3534,403,2868,250,1832,606,726,370
Hattem,2015,4884,1350,3534,417,2853,251,1827,628,705,374
Hattem,2016,4928,1400,3528,407,2848,259,1794,629,732,373
Hattem,2017,4991,1409,3582,448,2863,254,1840,635,722,385
Hattem,2018,5037,1428,3609,464,2878,256,1851,636,739,383
Hattem,2019,5045,1459,3586,458,2850,261,1831,615,741,399
Hattem,2020,5084,1484,3600,470,2846,266,1851,620,723,406
Hattem,2021,5093,1485,3608,474,2844,276,1864,607,725,412
Hattem,2022,5136,1527,3609,482,2841,267,1848,615,729,417
Hattem,2023,5271,1622,3649,492,2864,272,1885,602,742,420
Hattem,2024,5292,1564,3728,534,2874,303,1945,644,731,408
Heerde,2014,7482,1906,5576,631,4590,331,2874,995,1167,540
Heerde,2015,7533,1931,5602,655,4586,339,2926,983,1161,532
Heerde,2016,7518,1920,5598,649,4586,345,2910,1001,1158,529
Heerde,2017,7557,1936,5621,654,4591,355,2948,974,1180,519
Heerde,2018,7581,1954,5627,661,4582,365,2952,987,1168,520
Heerde,2019,7593,1981,5612,669,4560,363,2956,971,1160,525
Heerde,2020,7670,2017,5653,699,4548,384,3029,973,1130,521
Heerde,2021,7763,2062,5701,723,4570,384,3087,941,1138,535
Heerde,2022,7896,2130,5766,760,4605,376,3148,953,1118,547
Heerde,2023,8001,2241,5760,761,4599,373,3118,968,1117,557
Heerde,2024,7983,2175,5808,762,4614,399,3156,990,1098,564
Heino,2014,,,,,,,,,,
Heino,2015,,,,,,,,,,
Heino,2016,,,,,,,,,,
Heino,2017,,,,,,,,,,
Heino,2018,,,,,,,,,,
Heino,2019,,,,,,,,,,
Heino,2020,,,,,,,,,,
Heino,2021,,,,,,,,,,
Heino,2022,,,,,,,,,,
Heino,2023,,,,,,,,,,
Heino,2024,,,,,,,,,,
Hellendoorn,2014,14288,3784,10504,1575,8121,758,5166,1820,2398,1120
Hellendoorn,2015,14336,3843,10493,1600,8075,765,5215,1783,2405,1090
Hellendoorn,2016,14399,3878,10521,1678,8012,776,5255,1820,2386,1060
Hellendoorn,2017,14466,3914,10552,1688,8046,765,5264,1859,2354,1075
Hellendoorn,2018,14568,4005,10563,1697,8026,792,5314,1856,2339,1054
Hellendoorn,2019,14642,4056,10586,1718,7998,822,5383,1802,2367,1034
Hellendoorn,2020,14721,4132,10589,1722,7983,838,5374,1816,2367,1032
Hellendoorn,2021,14773,4158,10615,1786,7929,850,5438,1792,2363,1022
Hellendoorn,2022,14853,4288,10565,1797,7897,821,5404,1801,2342,1018
Hellendoorn,2023,14922,4340,10582,1783,7898,847,5373,1839,2344,1026
Hellendoorn,2024,14965,4383,10582,1792,7862,880,5392,1821,2372,997
Hengelo (Gld.),2014,,,,,,,,,,
Hengelo (Gld.),2015,,,,,,,,,,
Hengelo (Gld.),2016,,,,,,,,,,
Hengelo (Gld.),2017,,,,,,,,,,
Hengelo (Gld.),2018,,,,,,,,,,
Hengelo (Gld.),2019,,,,,,,,,,
Hengelo (Gld.),2020,,,,,,,,,,
Hengelo (Gld.),2021,,,,,,,,,,
Hengelo (Gld.),2022,,,,,,,,,,
Hengelo (Gld.),2023,,,,,,,,,,
Hengelo (Gld.),2024,,,,,,,,,,
Hengelo (O.),2014,36598,13455,23143,4446,16076,2439,12053,4232,4996,1862
Hengelo (O.),2015,36777,13613,23164,4538,15959,2504,12082,4323,4889,1870
Hengelo (O.),2016,36874,13761,23113,4547,15806,2591,12167,4223,4875,1848
Hengelo (O.),2017,37072,13988,23084,4563,15696,2642,12271,4225,4763,1825
Hengelo (O.),2018,37247,14190,23057,4575,15585,2708,12371,4151,4744,1791
Hengelo (O.),2019,37689,14660,23029,4622,15482,2750,12447,4157,4648,1777
Hengelo (O.),2020,38016,14982,23034,4658,15407,2791,12463,4217,4604,1750
Hengelo (O.),2021,38221,15198,23023,4818,15218,2787,12596,4224,4478,1725
Hengelo (O.),2022,38777,15740,23037,4802,15236,2810,12667,4222,4450,1698
Hengelo (O.),2023,39355,16094,23261,4879,15295,2913,12787,4323,4475,1676
Hengelo (O.),2024,39858,16408,23450,4928,15371,2938,12913,4425,4498,1614
Heteren,2014,,,,,,,,,,
Heteren,2015,,,,,,,,,,
Heteren,2016,,,,,,,,,,
Heteren,2017,,,,,,,,,,
Heteren,2018,,,,,,,,,,
Heteren,2019,,,,,,,,,,
Heteren,2020,,,,,,,,,,
Heteren,2021,,,,,,,,,,
Heteren,2022,,,,,,,,,,
Heteren,2023,,,,,,,,,,
Heteren,2024,,,,,,,,,,
Heumen,2014,6829,1881,4948,752,3709,462,2573,876,1105,394
Heumen,2015,6885,1946,4939,781,3673,460,2566,883,1105,385
Heumen,2016,6913,1978,4935,786,3654,472,2597,870,1090,378
Heumen,2017,7010,2073,4937,826,3644,448,2577,897,1085,378
Heumen,2018,7053,2110,4943,847,3624,452,2618,878,1072,375
Heumen,2019,7100,2157,4943,874,3604,446,2637,875,1050,381
Heumen,2020,7145,2212,4933,890,3577,452,2642,906,1003,382
Heumen,2021,7224,2245,4979,951,3571,440,2714,863,1020,382
Heumen,2022,7329,2353,4976,969,3555,433,2718,870,1002,386
Heumen,2023,7414,2393,5021,978,3550,468,2767,863,996,395
Heumen,2024,7399,2381,5018,997,3536,452,2761,882,998,377
Hof van Twente,2014,14407,3961,10446,1588,8068,748,5402,1733,2226,1085
Hof van Twente,2015,14462,4068,10394,1664,7952,732,5373,1754,2200,1067
Hof van Twente,2016,14543,4126,10417,1704,7895,772,5442,1733,2217,1025
Hof van Twente,2017,14692,4275,10417,1760,7839,778,5475,1698,2223,1021
Hof van Twente,2018,14688,4337,10351,1779,7750,780,5434,1668,2244,1005
Hof van Twente,2019,14854,4506,10348,1828,7678,797,5470,1697,2201,980
Hof van Twente,2020,14937,4537,10400,1880,7655,819,5565,1671,2200,964
Hof van Twente,2021,15002,4635,10367,1958,7574,790,5555,1660,2187,965
Hof van Twente,2022,15055,4694,10361,2023,7504,780,5574,1645,2184,958
Hof van Twente,2023,15220,4749,10471,2020,7584,816,5598,1714,2182,977
Hof van Twente,2024,15340,4838,10502,2060,7568,822,5630,1820,2138,914
Holten,2014,,,,,,,,,,
Holten,2015,,,,,,,,,,
Holten,2016,,,,,,,,,,
Holten,2017,,,,,,,,,,
Holten,2018,,,,,,,,,,
Holten,2019,,,,,,,,,,
Holten,2020,,,,,,,,,,
Holten,2021,,,,,,,,,,
Holten,2022,,,,,,,,,,
Holten,2023,,,,,,,,,,
Holten,2024,,,,,,,,,,
Hoogeveen,2014,23419,7467,15952,2567,11789,1498,8298,2819,3343,1492
Hoogeveen,2015,23601,7605,15996,2609,11711,1576,8327,2865,3323,1481
Hoogeveen,2016,23659,7728,15931,2626,11632,1580,8336,2836,3296,1463
Hoogeveen,2017,23840,7908,15932,2635,11559,1640,8340,2863,3268,1461
Hoogeveen,2018,24068,8052,16016,2736,11470,1719,8453,2810,3298,1455
Hoogeveen,2019,24226,8270,15956,2736,11360,1769,8461,2789,3271,1435
Hoogeveen,2020,24351,8409,15942,2743,11297,1808,8499,2779,3236,1428
Hoogeveen,2021,24408,8476,15932,2823,11204,1810,8562,2707,3236,1427
Hoogeveen,2022,24510,8555,15955,2880,11150,1839,8602,2703,3220,1430
Hoogeveen,2023,24852,8822,16030,2954,11065,1921,8597,2772,3179,1482
Hoogeveen,2024,25079,9059,16020,2974,11020,1933,8614,2772,3182,1452
Huissen,2014,,,,,,,,,,
Huissen,2015,,,,,,,,,,
Huissen,2016,,,,,,,,,,
Huissen,2017,,,,,,,,,,
Huissen,2018,,,,,,,,,,
Huissen,2019,,,,,,,,,,
Huissen,2020,,,,,,,,,,
Huissen,2021,,,,,,,,,,
Huissen,2022,,,,,,,,,,
Huissen,2023,,,,,,,,,,
Huissen,2024,,,,,,,,,,
Hummelo en Keppel,2014,,,,,,,,,,
Hummelo en Keppel,2015,,,,,,,,,,
Hummelo en Keppel,2016,,,,,,,,,,
Hummelo en Keppel,2017,,,,,,,,,,
Hummelo en Keppel,2018,,,,,,,,,,
Hummelo en Keppel,2019,,,,,,,,,,
Hummelo en Keppel,2020,,,,,,,,,,
Hummelo en Keppel,2021,,,,,,,,,,
Hummelo en Keppel,2022,,,,,,,,,,
Hummelo en Keppel,2023,,,,,,,,,,
Hummelo en Keppel,2024,,,,,,,,,,
IJsselham,2014,,,,,,,,,,
IJsselham,2015,,,,,,,,,,
IJsselham,2016,,,,,,,,,,
IJsselham,2017,,,,,,,,,,
IJsselham,2018,,,,,,,,,,
IJsselham,2019,,,,,,,,,,
IJsselham,2020,,,,,,,,,,
IJsselham,2021,,,,,,,,,,
IJsselham,2022,,,,,,,,,,
IJsselham,2023,,,,,,,,,,
IJsselham,2024,,,,,,,,,,
IJsselmuiden,2014,,,,,,,,,,
IJsselmuiden,2015,,,,,,,,,,
IJsselmuiden,2016,,,,,,,,,,
IJsselmuiden,2017,,,,,,,,,,
IJsselmuiden,2018,,,,,,,,,,
IJsselmuiden,2019,,,,,,,,,,
IJsselmuiden,2020,,,,,,,,,,
IJsselmuiden,2021,,,,,,,,,,
IJsselmuiden,2022,,,,,,,,,,
IJsselmuiden,2023,,,,,,,,,,
IJsselmuiden,2024,,,,,,,,,,
Kampen,2014,20374,5994,14380,1752,11472,1073,6756,2584,3089,1951
Kampen,2015,20698,6138,14560,1837,11562,1079,6949,2603,3063,1945
Kampen,2016,20950,6274,14676,1858,11581,1157,7034,2607,3066,1969
Kampen,2017,21349,6548,14801,1887,11638,1195,7125,2523,3166,1987
Kampen,2018,21654,6705,14949,1908,11712,1254,7180,2553,3214,2002
Kampen,2019,21888,6816,15072,1929,11744,1312,7207,2652,3191,2022
Kampen,2020,22217,7001,15216,1977,11799,1357,7344,2644,3180,2048
Kampen,2021,22349,7136,15213,2023,11710,1412,7333,2629,3202,2049
Kampen,2022,22526,7270,15256,2064,11723,1397,7369,2617,3210,2060
Kampen,2023,22841,7368,15473,2084,11853,1455,7428,2719,3254,2072
Kampen,2024,23148,7495,15653,2131,11919,1513,7516,2838,3238,2061
Kesteren,2014,,,,,,,,,,
Kesteren,2015,,,,,,,,,,
Kesteren,2016,,,,,,,,,,
Kesteren,2017,,,,,,,,,,
Kesteren,2018,,,,,,,,,,
Kesteren,2019,,,,,,,,,,
Kesteren,2020,,,,,,,,,,
Kesteren,2021,,,,,,,,,,
Kesteren,2022,,,,,,,,,,
Kesteren,2023,,,,,,,,,,
Kesteren,2024,,,,,,,,,,
Lelystad,2014,32820,10648,22172,4362,14466,3193,11077,4662,4486,1947
Lelystad,2015,33029,10884,22145,4399,14332,3273,11082,4626,4424,2013
Lelystad,2016,33271,11085,22186,4426,14244,3361,11122,4641,4424,1999
Lelystad,2017,33366,11192,22174,4432,14225,3341,11033,4687,4411,2043
Lelystad,2018,33653,11394,22259,4532,14141,3417,11094,4700,4381,2084
Lelystad,2019,33951,11476,22475,4661,14107,3530,11208,4815,4347,2105
Lelystad,2020,34338,11788,22550,4709,14056,3609,11255,4827,4336,2132
Lelystad,2021,34910,12066,22844,4895,14072,3698,11351,4944,4377,2172
Lelystad,2022,35839,12629,23210,5042,14150,3811,11636,4996,4406,2172
Lelystad,2023,36786,13284,23502,5080,14320,3899,11694,5038,4498,2272
Lelystad,2024,37057,13149,23908,5242,14454,3965,11898,5212,4536,2262
Lichtenvoorde,2014,,,,,,,,,,
Lichtenvoorde,2015,,,,,,,,,,
Lichtenvoorde,2016,,,,,,,,,,
Lichtenvoorde,2017,,,,,,,,,,
Lichtenvoorde,2018,,,,,,,,,,
Lichtenvoorde,2019,,,,,,,,,,
Lichtenvoorde,2020,,,,,,,,,,
Lichtenvoorde,2021,,,,,,,,,,
Lichtenvoorde,2022,,,,,,,,,,
Lichtenvoorde,2023,,,,,,,,,,
Lichtenvoorde,2024,,,,,,,,,,
Lingewaal,2014,4385,1005,3380,499,2607,261,1695,624,744,317
